CATEGORY_NAME,SUB_CATEGORY_NAME,ATTRIBUTE_NAME,SUB_ATTRIBUTE_NAME,LOWEST_TAXONOMY,HEALTH_INTEREST,REC_COUNT,SHARE_WITHIN_LOWEST_TAXONOMY,SHARE_WITHIN_HEALTH_INTEREST
Conditions & formulations,Women's health,Menstrual support,,Menstrual support,General inflammation,3,0.02068965517,0.0007185628743
Conditions & formulations,Gastrointestinal health,Microbial support,,Microbial support,General inflammation,3,0.002178649237,0.0007185628743
Conditions & formulations,Neurocognitive health & sleep,Mood support,,Mood support,General inflammation,3,0.01863354037,0.0007185628743
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Other vitamin B12,Other vitamin B12,General inflammation,3,0.008771929825,0.0007185628743
Vitamins & minerals,Minerals,Zinc,Other zinc,Other zinc,General inflammation,3,0.04054054054,0.0007185628743
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Pentadecanoic acid,Pentadecanoic acid,General inflammation,3,0.2307692308,0.0007185628743
Herbal/Botanicals,Herbs,Perilla,,Perilla,General inflammation,3,0.375,0.0007185628743
Animal health,Pet care,Pet vitamins,,Pet vitamins,General inflammation,3,0.1304347826,0.0007185628743
Nutritional supplements,Prebiotics & fibers,Psyllium husk,,Psyllium husk,General inflammation,3,0.01063829787,0.0007185628743
Vitamins & minerals,Vitamins,Vitamin E,Tocotrienols,Tocotrienols,General inflammation,3,0.1,0.0007185628743
Personal care & healthy living,Oral health,Toothpaste,Adult toothpaste,Adult toothpaste,General inflammation,2,0.1,0.0004790419162
Herbal/Botanicals,Phytonutrients,Carotenoids,Astaxanthin,Astaxanthin,General inflammation,2,0.1052631579,0.0004790419162
Herbal/Botanicals,Herbs,Astragalus,,Astragalus,General inflammation,2,0.06666666667,0.0004790419162
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus (single-strain),Bacillus (single-strain),General inflammation,2,0.04081632653,0.0004790419162
Conditions & formulations,Cardiometabolic health,Blood pressure support,,Blood pressure support,General inflammation,2,0.008620689655,0.0004790419162
Conditions & formulations,Cardiometabolic health,Blood sugar support,,Blood sugar support,General inflammation,2,0.003968253968,0.0004790419162
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Borage oil,Borage oil,General inflammation,2,0.1052631579,0.0004790419162
Conditions & formulations,Neurocognitive health & sleep,Calming support,,Calming support,General inflammation,2,0.002954209749,0.0004790419162
Conditions & formulations,Children's health,Children's immune support,Children's seasonal support,Children's seasonal support,General inflammation,2,0.0198019802,0.0004790419162
Vitamins & minerals,Minerals,Chromium,Chromium picolinate,Chromium picolinate,General inflammation,2,0.015625,0.0004790419162
Nutritional supplements,Hormones & glandulars,DHEA,,DHEA,General inflammation,2,0.002057613169,0.0004790419162
Conditions & formulations,Endocrine & hormonal health,Estrogen support,,Estrogen support,General inflammation,2,0.03278688525,0.0004790419162
Herbal/Botanicals,Herbs,Fenugreek,,Fenugreek,General inflammation,2,0.09090909091,0.0004790419162
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Flax seed oil,Flax seed oil,General inflammation,2,0.04081632653,0.0004790419162
Nutritional supplements,Amino acids,Amino compounds,GABA,GABA,General inflammation,2,0.003514938489,0.0004790419162
Personal care & healthy living,Food & beverage,Herbal teas,,Herbal teas,General inflammation,2,0.01818181818,0.0004790419162
Herbal/Botanicals,Herbs,Holy basil,,Holy basil,General inflammation,2,0.05405405405,0.0004790419162
Nutritional supplements,Amino acids,Base amino acids,L-theanine,L-theanine,General inflammation,2,0.00163132137,0.0004790419162
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria (single-strain),Lacto-bifidobacteria (single-strain),General inflammation,2,0.01204819277,0.0004790419162
Herbal/Botanicals,Herbs,Turmeric (Curcumin),Longvida,Longvida,General inflammation,2,0.6666666667,0.0004790419162
Nutritional supplements,Amino acids,Base amino acids,Lysine,Lysine,General inflammation,2,0.02272727273,0.0004790419162
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,MCTs,MCTs,General inflammation,2,0.02985074627,0.0004790419162
Herbal/Botanicals,Herbs,Maca (Lepidium),,Maca (Lepidium),General inflammation,2,0.01183431953,0.0004790419162
Herbal/Botanicals,Herbs,Milk thistle,,Milk thistle,General inflammation,2,0.009259259259,0.0004790419162
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol,Myo-inositol,General inflammation,2,0.003773584906,0.0004790419162
Nutritional supplements,Other metabolites & bioactive compounds,NAD/NADH/ATP,NAD,NAD,General inflammation,2,0.04,0.0004790419162
Herbal/Botanicals,Phytonutrients,Carotenoids,Other carotenoids,Other carotenoids,General inflammation,2,0.6666666667,0.0004790419162
Nutritional supplements,Hormones & glandulars,Glandulars,Other glandulars,Other glandulars,General inflammation,2,0.005952380952,0.0004790419162
Nutritional supplements,Collagen & protein,Plant protein,Other plant proteins,Other plant proteins,General inflammation,2,0.0350877193,0.0004790419162
Nutritional supplements,Probiotics,Other probiotic species,,Other probiotic species,General inflammation,2,0.02564102564,0.0004790419162
Homeopathy,Homeopathic remedies,Pain management (Homeopathic),,Pain management (Homeopathic),General inflammation,2,0.04081632653,0.0004790419162
Vitamins & minerals,Minerals,Iodine,Potassium iodide,Potassium iodide,General inflammation,2,0.02083333333,0.0004790419162
Vitamins & minerals,Multivitamins & minerals,Prenatal vitamins,,Prenatal vitamins,General inflammation,2,0.002849002849,0.0004790419162
Herbal/Botanicals,Herbs,Pine bark,Pycnogenol,Pycnogenol,General inflammation,2,0.05882352941,0.0004790419162
Herbal/Botanicals,Herbs,Red yeast rice,,Red yeast rice,General inflammation,2,0.002849002849,0.0004790419162
Herbal/Botanicals,Herbs,Saffron,,Saffron,General inflammation,2,0.01204819277,0.0004790419162
Herbal/Botanicals,Herbs,Skullcap,,Skullcap,General inflammation,2,0.1052631579,0.0004790419162
Nutritional supplements,Amino acids,Base amino acids,Taurine,Taurine,General inflammation,2,0.02,0.0004790419162
Homeopathy,Homeopathic remedies,Topical homeopathics,,Topical homeopathics,General inflammation,2,0.02739726027,0.0004790419162
Vitamins & minerals,Minerals,Zinc,Zinc bisglycinate,Zinc bisglycinate,General inflammation,2,0.007604562738,0.0004790419162
Nutritional supplements,Hormones & glandulars,Glandulars,Adrenal glandulars,Adrenal glandulars,General inflammation,1,0.003484320557,0.0002395209581
Herbal/Botanicals,Herbs,Garlic (Allicin),Aged garlic,Aged garlic,General inflammation,1,0.01030927835,0.0002395209581
Nutritional supplements,Amino acids,Amino compounds,Anhydrous Betaine,Anhydrous Betaine,General inflammation,1,0.01923076923,0.0002395209581
Nutritional supplements,Amino acids,Base amino acids,Arginine/Citrulline,Arginine/Citrulline,General inflammation,1,0.01,0.0002395209581
Nutritional supplements,Amino acids,Base amino acids,BCAAs,BCAAs,General inflammation,1,0.02631578947,0.0002395209581
Nutritional supplements,Amino acids,Amino compounds,Betaine HCl,Betaine HCl,General inflammation,1,0.00462962963,0.0002395209581
Nutritional supplements,Enzymes,Digestive enzymes,Bile,Bile,General inflammation,1,0.005813953488,0.0002395209581
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Black currant seed oil,Black currant seed oil,General inflammation,1,0.125,0.0002395209581
Conditions & formulations,Neurocognitive health & sleep,Brain support,,Brain support,General inflammation,1,0.005128205128,0.0002395209581
Vitamins & minerals,Complexes & combos,Calcium & magnesium,,Calcium & magnesium,General inflammation,1,0.008,0.0002395209581
Nutritional supplements,Amino acids,Amino compounds,Carnitine,Carnitine,General inflammation,1,0.00641025641,0.0002395209581
Herbal/Botanicals,Mushrooms,Chaga,,Chaga,General inflammation,1,0.3333333333,0.0002395209581
Conditions & formulations,Children's health,Children's cognition support,,Children's cognition support,General inflammation,1,0.02702702703,0.0002395209581
Vitamins & minerals,Multivitamins & minerals,Children's multivitamins,Children's multis,Children's multis,General inflammation,1,0.03846153846,0.0002395209581
Vitamins & minerals,Multivitamins & minerals,Children's multivitamins,Children's multis+,Children's multis+,General inflammation,1,0.02380952381,0.0002395209581
Conditions & formulations,Children's health,Children's sleep & calming support,,Children's sleep & calming support,General inflammation,1,0.02040816327,0.0002395209581
Vitamins & minerals,Vitamins,Children's vitamins,,Children's vitamins,General inflammation,1,0.02564102564,0.0002395209581
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Chlorella,Chlorella,General inflammation,1,0.02272727273,0.0002395209581
Herbal/Botanicals,Phytonutrients,Flavonoids,Citrus bioflavonoids,Citrus bioflavonoids,General inflammation,1,0.002380952381,0.0002395209581
Herbal/Botanicals,Herbs,Licorice,Deglycerrhizinated licorice (DGL),Deglycerrhizinated licorice (DGL),General inflammation,1,0.003436426117,0.0002395209581
Homeopathy,Homeopathic remedies,Detox support (Homeopathic),,Detox support (Homeopathic),General inflammation,1,0.03846153846,0.0002395209581
Herbal/Botanicals,Herbs,Elderberry,,Elderberry,General inflammation,1,0.04347826087,0.0002395209581
Homeopathy,Homeopathic remedies,Energy support (Homeopathic),,Energy support (Homeopathic),General inflammation,1,0.2,0.0002395209581
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Evening primrose oil,Evening primrose oil,General inflammation,1,0.0125,0.0002395209581
Conditions & formulations,Gastrointestinal health,Gallbladder support,,Gallbladder support,General inflammation,1,0.004149377593,0.0002395209581
Herbal/Botanicals,Herbs,Ginkgo,,Ginkgo,General inflammation,1,0.03225806452,0.0002395209581
Herbal/Botanicals,Herbs,Ginseng,,Ginseng,General inflammation,1,0.01886792453,0.0002395209581
Nutritional supplements,Other metabolites & bioactive compounds,Glucosamine & chondroitin,,Glucosamine & chondroitin,General inflammation,1,0.004273504274,0.0002395209581
Herbal/Botanicals,Herbs,Goldenseal (Hydrastis),,Goldenseal (Hydrastis),General inflammation,1,0.2,0.0002395209581
Herbal/Botanicals,Herbs,Gotu kola,,Gotu kola,General inflammation,1,0.09090909091,0.0002395209581
Herbal/Botanicals,Herbs,Gymnema,,Gymnema,General inflammation,1,0.03225806452,0.0002395209581
Nutritional supplements,Other metabolites & bioactive compounds,Hyaluronic acid,,Hyaluronic acid,General inflammation,1,0.05263157895,0.0002395209581
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,IP6,IP6,General inflammation,1,0.25,0.0002395209581
Conditions & formulations,Genitourinary health,Kidney support,,Kidney support,General inflammation,1,0.01052631579,0.0002395209581
Nutritional supplements,Amino acids,Peptides,Lactoferrin,Lactoferrin,General inflammation,1,0.01754385965,0.0002395209581
Nutritional supplements,Enzymes,Systemic enzymes,Lumbrokinase,Lumbrokinase,General inflammation,1,0.07142857143,0.0002395209581
Herbal/Botanicals,Phytonutrients,Carotenoids,Lutein & zeaxanthin,Lutein & zeaxanthin,General inflammation,1,0.04166666667,0.0002395209581
Vitamins & minerals,Minerals,Magnesium,Magnesium oxide,Magnesium oxide,General inflammation,1,0.004347826087,0.0002395209581
Nutritional supplements,Prebiotics & fibers,Mastic,,Mastic,General inflammation,1,0.004761904762,0.0002395209581
Conditions & formulations,Cardiometabolic health,Methylation support,,Methylation support,General inflammation,1,0.005617977528,0.0002395209581
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Methylcobalamin,Methylcobalamin,General inflammation,1,0.001872659176,0.0002395209581
Vitamins & minerals,Minerals,Other minerals,Molybdenum,Molybdenum,General inflammation,1,0.1111111111,0.0002395209581
Conditions & formulations,Gastrointestinal health,Motility support,,Motility support,General inflammation,1,0.001464128843,0.0002395209581
Herbal/Botanicals,Herbs,Mucuna (L-dopa),,Mucuna (L-dopa),General inflammation,1,0.03846153846,0.0002395209581
Homeopathy,Homeopathic remedies,Musculoskeletal support (Homeopathic),,Musculoskeletal support (Homeopathic),General inflammation,1,0.03448275862,0.0002395209581
Nutritional supplements,Other metabolites & bioactive compounds,Inositol,Myo-inositol + d-chiro,Myo-inositol + d-chiro,General inflammation,1,0.001314060447,0.0002395209581
Conditions & formulations,Dermatological health,Nails support,,Nails support,General inflammation,1,0.02380952381,0.0002395209581
Herbal/Botanicals,Herbs,Nettles (Urtica),,Nettles (Urtica),General inflammation,1,0.05263157895,0.0002395209581
Vitamins & minerals,Vitamins,Vitamin B3 (Niacin),Niacinamide,Niacinamide,General inflammation,1,0.03225806452,0.0002395209581
Herbal/Botanicals,Herbs,Olive leaf,,Olive leaf,General inflammation,1,0.01492537313,0.0002395209581
Lab tests & clinical supplies,Lab tests,Omega 3s,,Omega 3s,General inflammation,1,1,0.0002395209581
Vitamins & minerals,Minerals,Selenium,Other selenium,Other selenium,General inflammation,1,0.04166666667,0.0002395209581
Vitamins & minerals,Minerals,Strontium,Other strontium,Other strontium,General inflammation,1,0.2,0.0002395209581
Vitamins & minerals,Vitamins,Vitamin B1 (Thiamine),Other vitamin B1,Other vitamin B1,General inflammation,1,0.02777777778,0.0002395209581
Vitamins & minerals,Vitamins,Vitamin C,Other vitamin C,Other vitamin C,General inflammation,1,0.025,0.0002395209581
Vitamins & minerals,Vitamins,Vitamin K,Other vitamin K,Other vitamin K,General inflammation,1,0.01785714286,0.0002395209581
Nutritional supplements,Other metabolites & bioactive compounds,PQQ,,PQQ,General inflammation,1,0.07692307692,0.0002395209581
Herbal/Botanicals,Phytonutrients,Phytosterols,,Phytosterols,General inflammation,1,0.003278688525,0.0002395209581
Nutritional supplements,Hormones & glandulars,Pregnenolone,,Pregnenolone,General inflammation,1,0.006172839506,0.0002395209581
Conditions & formulations,Endocrine & hormonal health,Progesterone support,,Progesterone support,General inflammation,1,0.009009009009,0.0002395209581
Nutritional supplements,Other metabolites & bioactive compounds,Propolis,,Propolis,General inflammation,1,0.02702702703,0.0002395209581
Conditions & formulations,Men's health,Prostate support,,Prostate support,General inflammation,1,0.006666666667,0.0002395209581
Vitamins & minerals,Vitamins,Vitamin B6 (Pyridoxine),Pyridoxal 5'-phosphate (P5P),Pyridoxal 5'-phosphate (P5P),General inflammation,1,0.008474576271,0.0002395209581
Herbal/Botanicals,Mushrooms,Reishi,,Reishi,General inflammation,1,0.02857142857,0.0002395209581
Herbal/Botanicals,Herbs,Rhodiola,,Rhodiola,General inflammation,1,0.006134969325,0.0002395209581
Herbal/Botanicals,Herbs,Saw palmetto,,Saw palmetto,General inflammation,1,0.01123595506,0.0002395209581
Personal care & healthy living,Food & beverage,Seeds-salt-spices,,Seeds-salt-spices,General inflammation,1,0.01282051282,0.0002395209581
Conditions & formulations,Neurocognitive health & sleep,Sleep support,,Sleep support,General inflammation,1,0.001215066829,0.0002395209581
Personal care & healthy living,Food & beverage,Snacks,,Snacks,General inflammation,1,0.25,0.0002395209581
Conditions & formulations,Endocrine & hormonal health,Thyroid support,,Thyroid support,General inflammation,1,0.001342281879,0.0002395209581
