CATEGORY_NAME,SUB_CATEGORY_NAME,ATTRIBUTE_NAME,SUB_ATTRIBUTE_NAME,LOWEST_TAXONOMY,HEALTH_INTEREST,HEALTH_AREA,REC_COUNT,SHARE_WITHIN_LOWEST_TAXONOMY,SHARE_WITHIN_HEALTH_INTEREST
Nutritional supplements,Collagen & protein,Collagen,Other collagens,Other collagens,Gestational diabetes,Pregnancy Support,1,0.006097560976,0.03846153846
Vitamins & minerals,Vitamins,Vitamin D,Vitamin D3 (Cholecalciferol),Vitamin D3 (Cholecalciferol),Gestational diabetes,Pregnancy Support,1,0.0006570302234,0.03846153846
Nutritional supplements,Amino acids,Base amino acids,Arginine/Citrulline,Arginine/Citrulline,Gestational hypertension,Pregnancy Support,1,0.01,0.3333333333
Vitamins & minerals,Minerals,Calcium,Calcium citrate,Calcium citrate,Gestational hypertension,Pregnancy Support,1,0.008,0.3333333333
Vitamins & minerals,Minerals,Magnesium,Magnesium citrate,Magnesium citrate,Gestational hypertension,Pregnancy Support,1,0.001097694841,0.3333333333
Conditions & formulations,"Eye, ear, nose, & throat health",Eye support,,Eye support,Glaucoma,Eye & Vision Support,6,0.03636363636,0.4
Homeopathy,Homeopathic remedies,Homeopathic singles,,Homeopathic singles,Glaucoma,Eye & Vision Support,2,0.004842615012,0.1333333333
Nutritional supplements,Other metabolites & bioactive compounds,Alpha lipoic acid (ALA),,Alpha lipoic acid (ALA),Glaucoma,Eye & Vision Support,1,0.002433090024,0.06666666667
Homeopathy,Homeopathic remedies,Eye & ear support (Homeopathic),,Eye & ear support (Homeopathic),Glaucoma,Eye & Vision Support,1,0.1428571429,0.06666666667
Herbal/Botanicals,Herbs,Ginkgo,,Ginkgo,Glaucoma,Eye & Vision Support,1,0.03125,0.06666666667
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,Glaucoma,Eye & Vision Support,1,0.0006868131868,0.06666666667
Conditions & formulations,"Antiox, detox, & cellular health",Mitochondrial support,,Mitochondrial support,Glaucoma,Eye & Vision Support,1,0.004807692308,0.06666666667
Herbal/Botanicals,Herbs,Pine bark,Pycnogenol,Pycnogenol,Glaucoma,Eye & Vision Support,1,0.0303030303,0.06666666667
Herbal/Botanicals,Phytonutrients,Resveratrol,,Resveratrol,Glaucoma,Eye & Vision Support,1,0.007575757576,0.06666666667
Conditions & formulations,"Antiox, detox, & cellular health",Mitochondrial support,,Mitochondrial support,Goiter,Thyroid Support,1,0.004807692308,0.3333333333
Vitamins & minerals,Multivitamins & minerals,Multiminerals,,Multiminerals,Goiter,Thyroid Support,1,0.003875968992,0.3333333333
Conditions & formulations,Endocrine & hormonal health,Thyroid support,,Thyroid support,Goiter,Thyroid Support,1,0.001322751323,0.3333333333
Herbal/Botanicals,Phytonutrients,Flavonoids,Anthocyanins,Anthocyanins,Gout,Inflammation & Pain Support,18,0.08695652174,0.2068965517
Conditions & formulations,Genitourinary health,Kidney support,,Kidney support,Gout,Inflammation & Pain Support,17,0.1789473684,0.1954022989
Herbal/Botanicals,Phytonutrients,Greens & superfoods,Chlorella,Chlorella,Gout,Inflammation & Pain Support,9,0.2045454545,0.1034482759
Herbal/Botanicals,Phytonutrients,Flavonoids,Other flavonoids,Other flavonoids,Gout,Inflammation & Pain Support,8,0.05063291139,0.09195402299
Vitamins & minerals,Vitamins,Vitamin C,Ascorbic acid,Ascorbic acid,Gout,Inflammation & Pain Support,6,0.01016949153,0.06896551724
Conditions & formulations,Immune & inflammatory health,Inflammation support,,Inflammation support,Gout,Inflammation & Pain Support,2,0.003418803419,0.02298850575
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Gout,Inflammation & Pain Support,2,0.0005028916269,0.02298850575
Nutritional supplements,Enzymes,Systemic enzymes,Other systemic enzymes,Other systemic enzymes,Gout,Inflammation & Pain Support,2,0.01739130435,0.02298850575
Herbal/Botanicals,Phytonutrients,Flavonoids,Quercetin,Quercetin,Gout,Inflammation & Pain Support,2,0.008196721311,0.02298850575
Nutritional supplements,Omegas & other fatty acids,Fish oil,Balanced EPA/DHA,Balanced EPA/DHA,Gout,Inflammation & Pain Support,1,0.0003767897513,0.01149425287
Nutritional supplements,Amino acids,Amino compounds,Betaine HCl,Betaine HCl,Gout,Inflammation & Pain Support,1,0.004587155963,0.01149425287
Vitamins & minerals,Vitamins,Vitamin C,Buffered C (Ascorbates),Buffered C (Ascorbates),Gout,Inflammation & Pain Support,1,0.002421307506,0.01149425287
Vitamins & minerals,Complexes & combos,Electrolytes,,Electrolytes,Gout,Inflammation & Pain Support,1,0.003115264798,0.01149425287
Herbal/Botanicals,Herbs,Ginger (Zingiber),,Ginger (Zingiber),Gout,Inflammation & Pain Support,1,0.009259259259,0.01149425287
Vitamins & minerals,Vitamins,Vitamin B9 (Folate),L-5-MTHF (L-methylfolate),L-5-MTHF (L-methylfolate),Gout,Inflammation & Pain Support,1,0.004329004329,0.01149425287
Nutritional supplements,Amino acids,Base amino acids,L-theanine,L-theanine,Gout,Inflammation & Pain Support,1,0.0008130081301,0.01149425287
Nutritional supplements,Other metabolites & bioactive compounds,MSM,,MSM,Gout,Inflammation & Pain Support,1,0.01754385965,0.01149425287
Vitamins & minerals,Minerals,Magnesium,Magnesium citrate,Magnesium citrate,Gout,Inflammation & Pain Support,1,0.001097694841,0.01149425287
Vitamins & minerals,Minerals,Magnesium,Magnesium threonate,Magnesium threonate,Gout,Inflammation & Pain Support,1,0.001661129568,0.01149425287
Conditions & formulations,Gastrointestinal health,Microbial support,,Microbial support,Gout,Inflammation & Pain Support,1,0.0007256894049,0.01149425287
Homeopathy,Homeopathic remedies,Musculoskeletal support (Homeopathic),,Musculoskeletal support (Homeopathic),Gout,Inflammation & Pain Support,1,0.03448275862,0.01149425287
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),Gout,Inflammation & Pain Support,1,0.00103950104,0.01149425287
Nutritional supplements,Enzymes,Digestive enzymes,Other digestive enzymes,Other digestive enzymes,Gout,Inflammation & Pain Support,1,0.000466853408,0.01149425287
Nutritional supplements,Amino acids,Peptides,Other peptides,Other peptides,Gout,Inflammation & Pain Support,1,0.002688172043,0.01149425287
Vitamins & minerals,Vitamins,Vitamin B12 (Cobalamin),Other vitamin B12,Other vitamin B12,Gout,Inflammation & Pain Support,1,0.002906976744,0.01149425287
Herbal/Botanicals,Phytonutrients,Resveratrol,,Resveratrol,Gout,Inflammation & Pain Support,1,0.007575757576,0.01149425287
Nutritional supplements,Omegas & other fatty acids,Fish oil,SPM,SPM,Gout,Inflammation & Pain Support,1,0.003802281369,0.01149425287
Conditions & formulations,Immune & inflammatory health,Seasonal support,,Seasonal support,Gout,Inflammation & Pain Support,1,0.002610966057,0.01149425287
Conditions & formulations,Genitourinary health,Urinary tract & bladder support,,Urinary tract & bladder support,Gout,Inflammation & Pain Support,1,0.007575757576,0.01149425287
Nutritional supplements,Probiotics,Women's probiotics,,Women's probiotics,Gout,Inflammation & Pain Support,1,0.002141327623,0.01149425287
Vitamins & minerals,Minerals,Selenium,Selenomethionine,Selenomethionine,Grave's disease,Thyroid Support,3,0.009966777409,0.2727272727
Nutritional supplements,Other metabolites & bioactive compounds,CoQ10,,CoQ10,Grave's disease,Thyroid Support,2,0.002656042497,0.1818181818
Vitamins & minerals,Complexes & combos,B-complexes,,B-complexes,Grave's disease,Thyroid Support,1,0.0003387533875,0.09090909091
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus blends,Bacillus blends,Grave's disease,Thyroid Support,1,0.001831501832,0.09090909091
Nutritional supplements,Amino acids,Base amino acids,L-glutamine,L-glutamine,Grave's disease,Thyroid Support,1,0.002666666667,0.09090909091
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,Grave's disease,Thyroid Support,1,0.0006868131868,0.09090909091
Vitamins & minerals,Minerals,Magnesium,Magnesium glycinate,Magnesium glycinate,Grave's disease,Thyroid Support,1,0.0002514458134,0.09090909091
Nutritional supplements,Hormones & glandulars,Glandulars,Thyroid glandulars,Thyroid glandulars,Grave's disease,Thyroid Support,1,0.009615384615,0.09090909091
Conditions & formulations,Gastrointestinal health,Microbial support,,Microbial support,H. pylori infection,GI Microbiome Support,167,0.1211901306,0.2069392813
Nutritional supplements,Prebiotics & fibers,Mastic,,Mastic,H. pylori infection,GI Microbiome Support,164,0.780952381,0.2032218092
Conditions & formulations,Gastrointestinal health,GI lining support,,GI lining support,H. pylori infection,GI Microbiome Support,110,0.1008249313,0.136307311
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria (single-strain),Lacto-bifidobacteria (single-strain),H. pylori infection,GI Microbiome Support,54,0.3214285714,0.06691449814
Nutritional supplements,Probiotics,Saccharomyces,,Saccharomyces,H. pylori infection,GI Microbiome Support,39,0.09443099274,0.04832713755
Vitamins & minerals,Minerals,Zinc,Zinc carnosine,Zinc carnosine,H. pylori infection,GI Microbiome Support,32,0.1963190184,0.03965303594
Nutritional supplements,Probiotics,Lacto-bifidobacteria,Lacto-bifidobacteria blends,Lacto-bifidobacteria blends,H. pylori infection,GI Microbiome Support,22,0.01510989011,0.02726146221
Herbal/Botanicals,Herbs,Licorice,Deglycerrhizinated licorice (DGL),Deglycerrhizinated licorice (DGL),H. pylori infection,GI Microbiome Support,20,0.06872852234,0.02478314746
Herbal/Botanicals,Herbs,Berberis (Berberine),,Berberis (Berberine),H. pylori infection,GI Microbiome Support,19,0.007047477745,0.02354399009
Herbal/Botanicals,Herbs,Oregano,,Oregano,H. pylori infection,GI Microbiome Support,18,0.07346938776,0.02230483271
Nutritional supplements,Amino acids,Amino compounds,N-acetyl-cysteine (NAC),N-acetyl-cysteine (NAC),H. pylori infection,GI Microbiome Support,15,0.01559251559,0.01858736059
Nutritional supplements,Enzymes,Digestive enzymes,Other digestive enzymes,Other digestive enzymes,H. pylori infection,GI Microbiome Support,15,0.00700280112,0.01858736059
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Black seed (cumin) oil,Black seed (cumin) oil,H. pylori infection,GI Microbiome Support,14,0.1007194245,0.01734820322
Nutritional supplements,Amino acids,Peptides,Colostrum & immunoglobulins,Colostrum & immunoglobulins,H. pylori infection,GI Microbiome Support,11,0.0235042735,0.0136307311
Personal care & healthy living,Oral health,Toothpaste,Adult toothpaste,Adult toothpaste,H. pylori infection,GI Microbiome Support,10,0.5,0.01239157373
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Monolaurin,Monolaurin,H. pylori infection,GI Microbiome Support,9,0.1475409836,0.01115241636
Conditions & formulations,"Antiox, detox, & cellular health",Detox support,,Detox support,H. pylori infection,GI Microbiome Support,8,0.01587301587,0.009913258984
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus blends,Bacillus blends,H. pylori infection,GI Microbiome Support,6,0.01098901099,0.007434944238
Nutritional supplements,Amino acids,Amino compounds,Betaine HCl,Betaine HCl,H. pylori infection,GI Microbiome Support,6,0.02752293578,0.007434944238
Conditions & formulations,Gastrointestinal health,Motility support,,Motility support,H. pylori infection,GI Microbiome Support,6,0.008720930233,0.007434944238
Herbal/Botanicals,Herbs,Olive leaf,,Olive leaf,H. pylori infection,GI Microbiome Support,6,0.08955223881,0.007434944238
Personal care & healthy living,Food & beverage,Honey & sweeteners,,Honey & sweeteners,H. pylori infection,GI Microbiome Support,5,0.3333333333,0.006195786865
Nutritional supplements,Amino acids,Base amino acids,L-glutamine,L-glutamine,H. pylori infection,GI Microbiome Support,5,0.01333333333,0.006195786865
Conditions & formulations,Gastrointestinal health,Digestive support,,Digestive support,H. pylori infection,GI Microbiome Support,4,0.01265822785,0.004956629492
Herbal/Botanicals,Phytonutrients,Indoles & sulphoraphane,,Indoles & sulphoraphane,H. pylori infection,GI Microbiome Support,4,0.01061007958,0.004956629492
Nutritional supplements,Prebiotics & fibers,Other prebiotics & fibers,,Other prebiotics & fibers,H. pylori infection,GI Microbiome Support,4,0.006369426752,0.004956629492
Nutritional supplements,Probiotics,Bacillus (Spore-based),Bacillus (single-strain),Bacillus (single-strain),H. pylori infection,GI Microbiome Support,3,0.0612244898,0.003717472119
Herbal/Botanicals,Herbs,Garlic (Allicin),Standard garlic,Standard garlic,H. pylori infection,GI Microbiome Support,3,0.02040816327,0.003717472119
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Butyrate,Butyrate,H. pylori infection,GI Microbiome Support,2,0.01307189542,0.002478314746
Homeopathy,Homeopathic remedies,GI support (Homeopathic),,GI support (Homeopathic),H. pylori infection,GI Microbiome Support,2,0.02985074627,0.002478314746
Nutritional supplements,Amino acids,Peptides,Lactoferrin,Lactoferrin,H. pylori infection,GI Microbiome Support,2,0.0350877193,0.002478314746
Conditions & formulations,"Antiox, detox, & cellular health",Liver/hepatic support,,Liver/hepatic support,H. pylori infection,GI Microbiome Support,2,0.003759398496,0.002478314746
Nutritional supplements,Other metabolites & bioactive compounds,d-Mannose,,d-Mannose,H. pylori infection,GI Microbiome Support,2,0.009090909091,0.002478314746
Vitamins & minerals,Complexes & combos,ADK/E,,ADK/E,H. pylori infection,GI Microbiome Support,1,0.003115264798,0.001239157373
Nutritional supplements,Probiotics,Akkermansia,Akkermansia (single-strain),Akkermansia (single-strain),H. pylori infection,GI Microbiome Support,1,0.005617977528,0.001239157373
Nutritional supplements,Probiotics,Akkermansia,Akkermansia blends,Akkermansia blends,H. pylori infection,GI Microbiome Support,1,0.0125,0.001239157373
Herbal/Botanicals,Phytonutrients,Flavonoids,Anthocyanins,Anthocyanins,H. pylori infection,GI Microbiome Support,1,0.004830917874,0.001239157373
Conditions & formulations,Cardiometabolic health,Blood sugar support,,Blood sugar support,H. pylori infection,GI Microbiome Support,1,0.00198019802,0.001239157373
Nutritional supplements,Omegas & other fatty acids,Other fatty acids,Caprylate,Caprylate,H. pylori infection,GI Microbiome Support,1,0.01785714286,0.001239157373
Vitamins & minerals,Minerals,Silver,Colloidal silver,Colloidal silver,H. pylori infection,GI Microbiome Support,1,0.01098901099,0.001239157373
Conditions & formulations,"Eye, ear, nose, & throat health",Eye support,,Eye support,H. pylori infection,GI Microbiome Support,1,0.006060606061,0.001239157373
Nutritional supplements,Omegas & other fatty acids,Plant omegas,Flax seed oil,Flax seed oil,H. pylori infection,GI Microbiome Support,1,0.02040816327,0.001239157373
Nutritional supplements,Other metabolites & bioactive compounds,Glucosamine & chondroitin,,Glucosamine & chondroitin,H. pylori infection,GI Microbiome Support,1,0.004273504274,0.001239157373
Nutritional supplements,Prebiotics & fibers,Guar gum,,Guar gum,H. pylori infection,GI Microbiome Support,1,0.00278551532,0.001239157373
Conditions & formulations,Immune & inflammatory health,Immune support,,Immune support,H. pylori infection,GI Microbiome Support,1,0.002475247525,0.001239157373
Personal care & healthy living,Oral health,Mouth rinse,,Mouth rinse,H. pylori infection,GI Microbiome Support,1,0.2,0.001239157373
Conditions & formulations,"Eye, ear, nose, & throat health",Oral & throat support,,Oral & throat support,H. pylori infection,GI Microbiome Support,1,0.01639344262,0.001239157373
Personal care & healthy living,Oral health,Oral care products,,Oral care products,H. pylori infection,GI Microbiome Support,1,0.1428571429,0.001239157373
